nb_actions,moyenne_nb_actions,nb_jours_avec_action,std_actions_par_jour,tempsdiff_jours,constance_activite,activite_moyenne_par_jour_min,pourcentage_activite_nuit,pourcentage_activite_matin,pourcentage_activite_aprem,pourcentage_activite_soir,pct_weekend,nb_contexte,nb_specification,nb_composant,contexte_Bloc_notes_collaboratif,contexte_Cours,contexte_Devoir,contexte_Fichier,contexte_Forum,contexte_Présence,contexte_Questionnaire,contexte_Wooclap,composant_Commentaires,composant_Devoir,composant_Fichier,composant_Questionnaire,composant_Rapport_du_participant,composant_Rapport_d_ensemble,composant_Remises_de_fichiers,composant_Système,composant_Visites_guidées,nb_evenement,evenement_Achèvement_d_activité_modifié,evenement_Confirmation_de_suppression_de_travail_consultée,evenement_Cours_consulté,evenement_Discussion_consultée,evenement_Formulaire_de_remise_consulté,evenement_Liste_d_utilisateurs_consultée,evenement_Module_de_cours_consulté,evenement_Profil_utilisateur_consulté,evenement_Questionnaire_poursuivi,evenement_Questionnaire_soumis,evenement_Rapport_de_cours_utilisateur_consulté,evenement_Rapport_de_session_consulté,evenement_Rapport_des_réponses_individuelles_consulté,evenement_Statut_de_présence_renseigné_par_l_étudiant,evenement_Statut_du_travail_modifié,evenement_Statut_du_travail_remis_consulté,evenement_Travail_de_devoir_créé,evenement_Travail_de_devoir_modifié,evenement_Utilisateur_évalué,top_contexte_Cours,top_contexte_Devoir,top_contexte_Fichier,top_contexte_Présence,top_composant_Fichier,top_composant_Présence,top_composant_Système,top_evenement_Achèvement_d_activité_modifié,top_evenement_Cours_consulté,top_evenement_Module_de_cours_consulté,top_evenement_Rapport_de_session_consulté
0.30256898192197906,0.2827032452325193,0.4090909090909091,0.20920697621636358,0.3284313725490196,0.5020478297712081,0.5940995438919202,0.1495454545454545,0.5614948177269478,0.3954988883272814,0.44657153925619836,0.3576948051948052,1.0,0.8461538461538461,0.8333333333333333,0.008771929824561403,0.15500945179584122,0.1416893732970027,0.41428571428571426,0.03571428571428571,0.6559139784946237,0.5294117647058824,0.25,0.0,0.13529411764705881,0.3103448275862069,0.5333333333333333,0.03571428571428571,0.0,0.18181818181818182,0.23529411764705882,0.0,0.5625,0.7580645161290323,0.0,0.174,0.05,0.25,0.0,0.222707423580786,0.0,0.0,0.3333333333333333,0.0,0.56,0.0,1.0,0.0,0.12244897959183673,0.3333333333333333,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.13320647002854424,0.3140180662428906,0.15151515151515155,0.24600318227943735,0.5294117647058825,0.12836389616575378,0.24575716492034597,0.34790804597701147,0.07850435039806755,0.47217043659498503,0.7329545454545454,0.5505747126436782,0.8,0.41025641025641024,0.6666666666666667,0.017543859649122806,0.03969754253308128,0.13896457765667575,0.12142857142857144,0.10714285714285714,0.34408602150537637,0.11764705882352941,0.0,0.0,0.12352941176470589,0.07758620689655173,0.13333333333333333,0.03571428571428571,0.0,0.2727272727272727,0.07664884135472369,0.0,0.5,0.3064516129032258,0.0,0.052000000000000005,0.15000000000000002,0.41666666666666663,0.0,0.08951965065502183,0.0,0.0,0.0,0.0,0.29333333333333333,0.0,0.5263157894736842,0.0,0.08843537414965986,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3263558515699334,0.3234777517564403,0.4090909090909091,0.21947318183867537,0.5588235294117647,0.34716599190283404,0.4589388123575113,0.24435013262599467,0.24656869343961105,0.6401728331548973,0.4169580419580419,0.22507010231148164,1.0,0.8974358974358975,0.8333333333333333,0.02631578947368421,0.15689981096408318,0.11444141689373297,0.575,0.03571428571428571,0.5483870967741936,0.3529411764705882,0.25,0.0,0.11176470588235293,0.4870689655172413,0.3333333333333333,0.03571428571428571,0.0,0.09090909090909091,0.24420677361853832,0.0,0.625,0.8225806451612903,0.0,0.174,0.05,0.08333333333333333,0.0,0.30131004366812225,0.0,0.0,0.3333333333333333,0.16666666666666666,0.52,0.0,0.631578947368421,0.0,0.11564625850340135,0.16666666666666666,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.15604186489058042,0.2524871898716346,0.21212121212121215,0.11412339922538894,0.5,0.19293719759059944,0.3670840216572497,0.6912323232323232,0.2526046743344813,0.36265372282017916,0.26962809917355374,0.48383838383838385,0.6000000000000001,0.5384615384615384,0.5,0.0,0.0661625708884688,0.02997275204359673,0.275,0.0,0.4408602150537635,0.23529411764705882,0.25,0.0,0.023529411764705882,0.1853448275862069,0.2,0.17857142857142855,0.0,0.09090909090909091,0.124777183600713,0.0,0.5625,0.5806451612903226,0.0,0.068,0.0,0.08333333333333333,0.2222222222222222,0.10480349344978165,0.0,0.0,0.3333333333333333,0.0,0.3866666666666667,0.0,0.631578947368421,0.0,0.013605442176870748,0.16666666666666666,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3082778306374881,0.48711943793911,0.2878787878787879,0.3073561630205746,0.5196078431372548,0.2560728744939271,0.6469543523741732,0.19850279329608936,0.18089736883088878,0.308978164517584,0.9858748095479939,0.49696727853152434,0.8,0.641025641025641,0.6666666666666667,0.09649122807017543,0.14744801512287337,0.2506811989100817,0.25,0.0,0.6129032258064516,1.0,1.0,0.0,0.2323529411764706,0.1810344827586207,1.0,0.10714285714285714,0.0,0.36363636363636365,0.2032085561497326,0.0,0.9375,0.564516129032258,0.5,0.15999999999999998,0.0,0.3333333333333333,0.1111111111111111,0.2248908296943231,0.0,1.0,0.6666666666666666,0.0,0.5733333333333334,0.75,0.7368421052631579,0.5,0.19727891156462585,0.5,0.2,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3263558515699334,0.4956440281030445,0.30303030303030304,0.36264144253393266,0.49019607843137253,0.2828759934023092,0.4914667794784573,0.30718302387267904,0.6075958007140378,0.3821691527236033,0.22814685314685315,0.058082607048124284,0.8,0.8717948717948717,0.6666666666666667,0.05263157894736842,0.15500945179584122,0.1880108991825613,0.45714285714285713,0.0,0.5268817204301076,0.7647058823529411,0.25,0.0,0.1764705882352941,0.35344827586206895,0.7333333333333333,0.03571428571428571,0.0,0.2727272727272727,0.24242424242424238,0.0,0.625,0.8225806451612903,0.0,0.174,0.0,0.25,0.0,0.27074235807860264,0.0,0.0,0.6666666666666666,0.0,0.4666666666666667,0.5,0.7368421052631579,0.0,0.16326530612244897,0.3333333333333333,0.2,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4995242626070409,0.38708598193375715,0.5757575757575757,0.27762745753498325,0.49509803921568624,0.5388527358982639,0.4463953218072393,0.4049230769230769,0.6447986742383071,0.1732824520174665,0.34487315010570824,0.44068489649884995,1.0,0.923076923076923,1.0,0.02631578947368421,0.2608695652173913,0.38147138964577654,0.5285714285714285,0.07142857142857142,0.8387096774193549,1.0,1.0,1.0,0.34705882352941175,0.4396551724137931,1.0,0.10714285714285714,0.0,0.6363636363636364,0.3458110516934046,0.0,0.8125,0.8870967741935484,0.0,0.27399999999999997,0.0,0.8333333333333333,0.3333333333333333,0.3908296943231441,0.25,0.0,0.6666666666666666,0.0,0.7866666666666667,0.5,1.0,0.0,0.2857142857142857,1.0,0.2,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.29019980970504283,0.4778535790652683,0.27272727272727276,0.256223389613884,0.3235294117647059,0.34218433704453444,0.4247248407808848,0.0,0.7585654312709667,0.5145073237179631,0.20997586484312147,0.032296670880741674,1.0,0.8717948717948717,0.8333333333333333,0.008771929824561403,0.11342155009451796,0.12806539509536785,0.5142857142857142,0.10714285714285714,0.5376344086021506,0.23529411764705882,0.25,0.0,0.11764705882352941,0.4224137931034483,0.2,0.17857142857142855,0.0,0.18181818181818182,0.1942959001782531,0.0,0.625,0.8064516129032258,0.0,0.12000000000000001,0.1,0.25,0.0,0.26419213973799127,0.0,0.0,0.3333333333333333,0.16666666666666666,0.45333333333333337,0.0,0.8421052631578947,0.0,0.10204081632653061,0.3333333333333333,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.2787821122740248,0.5212923576924915,0.24242424242424243,0.26835198357071477,0.2843137254901961,0.33122469635627527,0.2720720895393397,0.42659327217125376,0.36481715860826747,0.5007946981320606,0.24489157631359468,0.10044560943643513,0.6000000000000001,0.7435897435897435,0.5,0.0,0.08695652173913043,0.29155313351498635,0.33214285714285713,0.0,0.5268817204301076,0.11764705882352941,0.25,0.0,0.2852941176470588,0.23706896551724138,0.13333333333333333,0.07142857142857142,0.0,0.2727272727272727,0.160427807486631,0.0,0.4375,0.6774193548387096,0.0,0.1,0.0,0.41666666666666663,0.0,0.22925764192139736,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.7368421052631579,0.0,0.27210884353741494,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.16270218839200762,0.19492685300647833,0.2575757575757576,0.13154483646613585,0.34803921568627455,0.3088109950990837,0.3223458110156618,0.038517073170731705,0.1898185114803256,0.8035800422130837,0.5063747228381374,0.12016724738675957,0.6000000000000001,0.46153846153846156,0.5,0.05263157894736842,0.08695652173913043,0.12534059945504086,0.125,0.0,0.4301075268817205,0.1764705882352941,0.0,0.0,0.12352941176470589,0.07327586206896552,0.2,0.25,0.0,0.09090909090909091,0.11229946524064169,0.0,0.5,0.3225806451612903,0.0,0.08800000000000001,0.0,0.08333333333333333,0.1111111111111111,0.0982532751091703,0.0,0.0,0.0,0.0,0.37333333333333335,0.0,0.631578947368421,0.0,0.1292517006802721,0.16666666666666666,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
