heure,pseudo,contexte,composant,evenement
2024-01-22 14:37:26,504,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:37:26,612,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:37:29,504,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:37:29,504,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:37:29,504,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:37:35,776,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:38:08,869,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:38:15,626,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:38:16,869,Fichier: Sujet du projet,Fichier,Module de cours consulté
2024-01-22 14:38:25,68,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:38:29,66,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:38:36,437,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:38:36,437,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:38:36,68,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:38:36,68,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:38:36,68,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:38:36,437,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:38:38,429,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:38:38,429,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:38:38,429,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:38:39,612,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:38:39,612,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:38:39,612,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:38:43,385,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:38:45,44,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:38:46,869,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:38:47,904,"Devoir: Espace de dépôt de l'activité ""Cahier des charges""",Devoir,Statut du travail remis consulté
2024-01-22 14:38:47,904,"Devoir: Espace de dépôt de l'activité ""Cahier des charges""",Devoir,Module de cours consulté
2024-01-22 14:38:49,385,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:38:50,776,Fichier: Ressources à télécharger : l'outil bsim,Fichier,Module de cours consulté
2024-01-22 14:38:51,869,"Devoir: Espace de dépôt de l'activité ""Cahier des charges""",Devoir,Module de cours consulté
2024-01-22 14:38:52,66,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 14:38:52,869,"Devoir: Espace de dépôt de l'activité ""Cahier des charges""",Devoir,Statut du travail remis consulté
2024-01-22 14:38:56,776,Fichier: Ressources à télécharger : l'outil bsim,Fichier,Module de cours consulté
2024-01-22 14:38:56,869,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:38:59,626,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:39:03,869,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:39:03,869,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:39:03,869,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:39:06,66,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 14:39:07,66,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 14:39:34,627,Fichier: Manuel de référence Assembleur BETA,Fichier,Module de cours consulté
2024-01-22 14:39:34,627,Fichier: Manuel de référence Assembleur BETA,Système,Achèvement d’activité modifié
2024-01-22 14:39:34,627,Fichier: Manuel de référence Assembleur BETA,Système,Achèvement d’activité modifié
2024-01-22 14:39:35,860,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:39:54,773,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:39:59,860,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Module de cours consulté
2024-01-22 14:40:00,860,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Statut du travail remis consulté
2024-01-22 14:40:06,773,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:40:06,773,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:40:06,773,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:40:15,860,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:40:25,585,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:40:32,585,Fichier: Sujet du projet,Fichier,Module de cours consulté
2024-01-22 14:40:48,627,Fichier: Manuel de référence Assembleur BETA,Fichier,Module de cours consulté
2024-01-22 14:41:17,608,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:41:37,627,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Module de cours consulté
2024-01-22 14:41:38,627,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Statut du travail remis consulté
2024-01-22 14:42:11,585,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:42:11,585,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:42:11,585,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:43:15,684,Devoir: dépôt Exercice#4 assembleur (conditionnelle),Devoir,Module de cours consulté
2024-01-22 14:43:15,684,Devoir: dépôt Exercice#4 assembleur (conditionnelle),Devoir,Statut du travail remis consulté
2024-01-22 14:43:20,684,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:43:27,385,Devoir: dépôt Exercice#4 assembleur (conditionnelle),Devoir,Module de cours consulté
2024-01-22 14:43:28,385,Devoir: dépôt Exercice#4 assembleur (conditionnelle),Devoir,Statut du travail remis consulté
2024-01-22 14:43:38,385,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:43:43,385,Fichier: Sujet du projet,Fichier,Module de cours consulté
2024-01-22 14:43:46,684,Fichier: Sujet du projet,Fichier,Module de cours consulté
2024-01-22 14:43:59,181,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:44:05,385,Fichier: Ressources à télécharger : l'outil bsim,Fichier,Module de cours consulté
2024-01-22 14:44:17,504,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:44:20,504,Fichier: Sujet du projet,Système,Achèvement d’activité modifié
2024-01-22 14:44:20,504,Fichier: Sujet du projet,Système,Achèvement d’activité modifié
2024-01-22 14:44:20,504,Fichier: Sujet du projet,Fichier,Module de cours consulté
2024-01-22 14:46:28,860,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:46:28,860,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:46:28,860,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:46:35,181,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:46:35,181,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:46:35,181,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:46:51,776,"Devoir: Espace de dépôt de l'activité ""Cahier des charges""",Devoir,Module de cours consulté
2024-01-22 14:46:52,776,"Devoir: Espace de dépôt de l'activité ""Cahier des charges""",Devoir,Statut du travail remis consulté
2024-01-22 14:47:03,776,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:47:06,670,Fichier: Ressources à télécharger : l'outil bsim,Fichier,Module de cours consulté
2024-01-22 14:47:10,670,Fichier: Manuel d'utilisation BSIM,Système,Achèvement d’activité modifié
2024-01-22 14:47:10,670,Fichier: Manuel d'utilisation BSIM,Fichier,Module de cours consulté
2024-01-22 14:47:10,670,Fichier: Manuel d'utilisation BSIM,Système,Achèvement d’activité modifié
2024-01-22 14:47:11,454,Fichier: Sujet du projet,Fichier,Module de cours consulté
2024-01-22 14:47:30,385,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:48:28,261,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:48:38,261,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:48:38,261,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:48:38,261,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:51:45,66,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:51:54,776,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Module de cours consulté
2024-01-22 14:51:55,776,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Statut du travail remis consulté
2024-01-22 14:52:04,776,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:52:06,776,Devoir: dépôt Exercice#4 assembleur (conditionnelle),Devoir,Module de cours consulté
2024-01-22 14:52:07,776,Devoir: dépôt Exercice#4 assembleur (conditionnelle),Devoir,Statut du travail remis consulté
2024-01-22 14:52:11,776,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:52:58,776,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:52:58,776,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:52:58,776,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:53:49,776,Fichier: Manuel d'utilisation BSIM,Fichier,Module de cours consulté
2024-01-22 14:55:05,773,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Module de cours consulté
2024-01-22 14:55:06,773,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Statut du travail remis consulté
2024-01-22 14:55:14,773,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:55:31,773,Devoir: dépôt Exercice#4 assembleur (conditionnelle),Devoir,Module de cours consulté
2024-01-22 14:55:32,773,Devoir: dépôt Exercice#4 assembleur (conditionnelle),Devoir,Statut du travail remis consulté
2024-01-22 14:56:05,749,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:56:05,749,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:56:05,749,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 14:56:12,585,Fichier: Assembleur BETA,Fichier,Module de cours consulté
2024-01-22 14:56:31,917,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 14:56:55,917,Fichier: Ressources à télécharger : l'outil bsim,Fichier,Module de cours consulté
2024-01-22 14:57:02,735,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:57:36,735,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 14:59:26,860,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:00:33,776,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:00:45,773,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Module de cours consulté
2024-01-22 15:00:45,773,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Statut du travail remis consulté
2024-01-22 15:00:49,852,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:00:54,773,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:00:59,773,Fichier: Sujet du projet,Fichier,Module de cours consulté
2024-01-22 15:00:59,773,Fichier: Sujet du projet,Système,Achèvement d’activité modifié
2024-01-22 15:00:59,773,Fichier: Sujet du projet,Système,Achèvement d’activité modifié
2024-01-22 15:01:00,209,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:01:01,852,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 15:01:12,209,Fichier: Manuel de référence Assembleur BETA,Fichier,Module de cours consulté
2024-01-22 15:01:12,773,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:01:22,209,Fichier: Langages de programmation,Fichier,Module de cours consulté
2024-01-22 15:01:44,209,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:01:51,209,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:01:51,209,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 15:01:51,209,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 15:02:11,852,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 15:02:11,852,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 15:02:26,852,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:02:37,852,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 15:02:37,852,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 15:02:37,852,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:03:24,852,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:05:27,44,Fichier: Manuel de référence Assembleur BETA,Fichier,Module de cours consulté
2024-01-22 15:05:31,612,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:05:41,44,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:05:46,44,Fichier: Manuel d'utilisation BSIM,Fichier,Module de cours consulté
2024-01-22 15:05:54,44,Fichier: Ressources à télécharger : l'outil bsim,Fichier,Module de cours consulté
2024-01-22 15:06:04,44,Fichier: Assembleur BETA,Fichier,Module de cours consulté
2024-01-22 15:06:18,44,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:10:16,626,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:15:31,749,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:26:00,256,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:26:35,261,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:26:38,261,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:31:29,704,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 15:38:28,585,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:40:05,697,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 15:40:19,697,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 15:41:19,860,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:02:41,175,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Module de cours consulté
2024-01-22 16:02:42,175,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Statut du travail remis consulté
2024-01-22 16:02:45,978,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:02:51,175,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:02:51,311,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:02:52,978,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:03,175,Questionnaire: Questionnaire,Questionnaire,Module de cours consulté
2024-01-22 16:03:04,563,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:03:05,175,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:03:05,978,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:03:06,506,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:03:06,978,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:07,563,Questionnaire: Questionnaire,Questionnaire,Module de cours consulté
2024-01-22 16:03:07,563,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:07,175,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:07,563,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:08,506,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:11,311,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:15,649,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:03:19,506,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:19,506,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:03:23,563,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:03:23,563,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:24,311,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:03:24,311,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:26,175,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:03:26,175,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:27,978,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:03:42,227,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:03:46,227,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:52,7,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:03:55,7,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:56,227,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:03:57,227,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:03:59,834,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:00,834,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:03,325,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:03,434,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:06,5,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:08,325,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:09,1000,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:09,175,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:12,1000,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:16,5,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:17,7,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:04:18,7,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:20,978,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Module de cours consulté
2024-01-22 16:04:20,978,Devoir: Espace de dépôt : Exercice #4 (Assembleur),Devoir,Statut du travail remis consulté
2024-01-22 16:04:21,834,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:04:21,834,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:22,292,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:23,227,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:26,292,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:30,1000,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:04:30,1000,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:31,172,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:32,325,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:04:32,325,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:34,5,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:04:35,5,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:38,172,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:39,225,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:41,292,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:04:41,292,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:43,494,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:45,494,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:51,36,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:57,206,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:57,7,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:04:58,36,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:04:59,206,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:03,494,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:03,494,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:05:08,36,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:05:08,36,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:08,494,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:05:09,649,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:09,227,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 16:05:09,227,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 16:05:09,227,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 16:05:13,227,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 16:05:14,36,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:05:15,206,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:05:16,206,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:17,7,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 16:05:17,7,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 16:05:17,7,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 16:05:18,417,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:05:20,772,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:05:21,417,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:22,772,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:28,172,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:05:28,649,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:05:28,172,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:28,649,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:39,417,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:05:46,434,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 16:05:46,434,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
2024-01-22 16:05:46,434,Fichier: TD : Prise en main de l'API Arbre,Système,Achèvement d’activité modifié
2024-01-22 16:05:55,525,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:06:03,417,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:03,417,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:06:03,525,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:11,367,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:06:19,525,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:06:20,525,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:24,367,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:28,370,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:06:31,370,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:34,367,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:06:34,367,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:41,563,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:06:42,434,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:43,669,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:06:47,669,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:48,367,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:06:49,465,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:06:53,370,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:06:53,370,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:54,465,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:57,225,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:06:58,434,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:06:59,434,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:06:59,225,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:07:00,626,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:07:07,465,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:07:08,465,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:07:08,87,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:07:10,87,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:07:11,626,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:07:20,697,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:07:22,87,Présence: Présence,Présence,Statut de présence renseigné par l’étudiant
2024-01-22 16:07:23,87,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:07:23,697,Présence: Présence,Présence,Rapport de session consulté
2024-01-22 16:07:27,87,Cours: L3 MIAGE : Compilation (23-24),Système,Cours consulté
2024-01-22 16:07:43,563,Fichier: TD : Prise en main de l'API Arbre,Fichier,Module de cours consulté
